inventory_id,arm,primary_latency_budget_ms,c1_tps,c1_p95,c1_eligible,c8_tps,c8_p95,c8_eligible,c32_tps,c32_p95,c32_eligible,c64_tps,c64_p95,c64_eligible,c128_tps,c128_p95,c128_eligible,selected_slo_concurrency,selected_slo_tps,distance_to_budget_ms_at_next_higher_throughput_point,distance_to_budget_percent
full-mixed-05,FLEX_FREE_NO_ALT,3749.6803091601323,9.067439673978331,1874.8401545800662,True,49.52493185922716,2727.5909261527995,True,41.9208598478848,10135.999556712415,False,28.42640378972022,19666.364799116236,False,28.08917250576714,39263.35289711286,False,8,49.52493185922716,,
full-mixed-05,FLEX_POOL,3749.6803091601323,9.067439673978331,1874.8401545800662,True,49.52493185922716,2727.5909261527995,True,41.9208598478848,10135.999556712415,False,28.42640378972022,19666.364799116236,False,28.08917250576714,39263.35289711286,False,8,49.52493185922716,,
full-mixed-05,FLEX_POOL_NO_ALT,3749.6803091601323,9.067439673978331,1874.8401545800662,True,49.52493185922716,2727.5909261527995,True,41.9208598478848,10135.999556712415,False,28.42640378972022,19666.364799116236,False,28.08917250576714,39263.35289711286,False,8,49.52493185922716,,
full-mixed-05,U_STRONG,3749.6803091601323,9.067439673978331,1874.8401545800662,True,49.52493185922716,2727.5909261527995,True,41.9208598478848,10135.999556712415,False,28.42640378972022,19666.364799116236,False,28.08917250576714,39263.35289711286,False,8,49.52493185922716,,
full-mixed-06,FLEX_FREE,3913.2077042669407,8.637473908860462,1968.1680291468074,True,48.85951738911623,2776.777193966409,True,42.2793014485538,9966.351178289597,False,28.261504698628553,19676.060834998254,False,28.1147114996596,39139.47874315619,False,8,48.85951738911623,,
full-mixed-06,FLEX_FREE_NO_ALT,3913.2077042669407,8.637473908860462,1968.1680291468074,True,48.040558153940815,2850.9805436263778,True,42.63995643269734,9995.628654301709,False,28.251844620310365,19748.25870885182,False,28.17639800825101,39272.85924538768,False,8,48.040558153940815,,
full-mixed-06,FLEX_POOL,3913.2077042669407,8.61727002149733,1972.7825584668171,True,48.26169896683217,2836.9897269330213,True,42.56999881551996,9923.881078177501,False,28.29952137855153,19688.33262071831,False,28.07445962922089,39177.65092719513,False,8,48.26169896683217,,
full-mixed-06,FLEX_POOL_NO_ALT,3913.2077042669407,8.61727002149733,1972.7825584668171,True,47.92598107987381,2837.7802280529468,True,42.335590532749194,9928.83460566712,False,28.55931347869201,19589.2826387263,False,28.162049442441557,39251.79035816762,False,8,47.92598107987381,,
full-mixed-06,U_STRONG,3913.2077042669407,8.688524241364417,1956.6038521334704,True,48.389292889325475,2864.423793119953,True,42.158388834491745,10008.040539121639,False,28.326018007446255,19701.262249899668,False,28.146521694583605,39203.51728162312,False,8,48.389292889325475,,
memory-fragmented-01,FLEX_FREE,2758.611796653873,12.325039732394357,1379.3058983269366,True,66.03811477817094,2147.633029759967,True,52.912164463497966,8022.00932138003,False,35.25177157284664,15809.657205347403,False,35.156868663409,31420.108038224906,False,8,66.03811477817094,,
memory-fragmented-01,FLEX_FREE_NO_ALT,2758.611796653873,12.325039732394357,1379.3058983269366,True,66.03811477817094,2147.633029759967,True,52.912164463497966,8022.00932138003,False,35.25177157284664,15809.657205347403,False,35.156868663409,31420.108038224906,False,8,66.03811477817094,,
memory-fragmented-01,FLEX_POOL,2758.611796653873,12.325039732394357,1379.3058983269366,True,66.03811477817094,2147.633029759967,True,52.912164463497966,8022.00932138003,False,35.25177157284664,15809.657205347403,False,35.156868663409,31420.108038224906,False,8,66.03811477817094,,
memory-fragmented-01,FLEX_POOL_NO_ALT,2758.611796653873,12.325039732394357,1379.3058983269366,True,66.03811477817094,2147.633029759967,True,52.912164463497966,8022.00932138003,False,35.25177157284664,15809.657205347403,False,35.156868663409,31420.108038224906,False,8,66.03811477817094,,
memory-fragmented-01,U_STRONG,2758.611796653873,12.325039732394357,1379.3058983269366,True,66.03811477817094,2147.633029759967,True,52.912164463497966,8022.00932138003,False,35.25177157284664,15809.657205347403,False,35.156868663409,31420.108038224906,False,8,66.03811477817094,,
memory-fragmented-02,FLEX_FREE,4171.683954519569,8.40473912189231,2022.668372386459,True,38.02390137475334,3542.0290373392418,True,31.771962592487764,13091.761391813618,False,21.433568685429325,26060.803945009513,False,21.13760945265927,52028.137072598896,False,8,38.02390137475334,,
memory-fragmented-02,FLEX_FREE_NO_ALT,4171.683954519569,8.150185961039803,2085.8419772597845,True,36.61888490218912,3679.37078866559,True,31.700264425365607,13172.644511593864,False,21.21075935003541,26377.71111451724,False,21.200475032520472,52044.0666319749,False,8,36.61888490218912,,
memory-fragmented-02,FLEX_POOL,4171.683954519569,8.40473912189231,2022.668372386459,True,38.02390137475334,3542.0290373392418,True,31.771962592487764,13091.761391813618,False,21.433568685429325,26060.803945009513,False,21.13760945265927,52028.137072598896,False,8,38.02390137475334,,
memory-fragmented-02,FLEX_POOL_NO_ALT,4171.683954519569,8.150185961039803,2085.8419772597845,True,36.61888490218912,3679.37078866559,True,31.700264425365607,13172.644511593864,False,21.21075935003541,26377.71111451724,False,21.200475032520472,52044.0666319749,False,8,36.61888490218912,,
memory-fragmented-02,U_STRONG,4171.683954519569,8.150185961039803,2085.8419772597845,True,36.61888490218912,3679.37078866559,True,31.700264425365607,13172.644511593864,False,21.21075935003541,26377.71111451724,False,21.200475032520472,52044.0666319749,False,8,36.61888490218912,,
memory-fragmented-03,FLEX_FREE,2771.5710709338746,12.267410479412918,1385.7855354669373,True,65.80458459872257,2098.8717288195476,True,52.687250821659255,7968.492425480552,False,35.3627209202743,15792.191869454115,False,35.064130472445925,31452.232400125307,False,8,65.80458459872257,,
memory-fragmented-03,FLEX_FREE_NO_ALT,2771.5710709338746,12.267410479412918,1385.7855354669373,True,65.80458459872257,2098.8717288195476,True,52.687250821659255,7968.492425480552,False,35.3627209202743,15792.191869454115,False,35.064130472445925,31452.232400125307,False,8,65.80458459872257,,
memory-fragmented-03,FLEX_POOL,2771.5710709338746,12.267410479412918,1385.7855354669373,True,65.80458459872257,2098.8717288195476,True,52.687250821659255,7968.492425480552,False,35.3627209202743,15792.191869454115,False,35.064130472445925,31452.232400125307,False,8,65.80458459872257,,
memory-fragmented-03,FLEX_POOL_NO_ALT,2771.5710709338746,12.267410479412918,1385.7855354669373,True,65.80458459872257,2098.8717288195476,True,52.687250821659255,7968.492425480552,False,35.3627209202743,15792.191869454115,False,35.064130472445925,31452.232400125307,False,8,65.80458459872257,,
memory-fragmented-03,U_STRONG,2771.5710709338746,12.267410479412918,1385.7855354669373,True,65.80458459872257,2098.8717288195476,True,52.687250821659255,7968.492425480552,False,35.3627209202743,15792.191869454115,False,35.064130472445925,31452.232400125307,False,8,65.80458459872257,,
memory-fragmented-04,FLEX_FREE,4506.50034947542,7.480149149960421,2272.6819558311254,True,34.137273817984976,3944.49845355226,True,31.56119754595418,13204.525520582993,False,21.318269237070812,26168.769962995695,False,21.182441836079075,51876.94474602751,False,8,34.137273817984976,,
memory-fragmented-04,FLEX_FREE_NO_ALT,4506.50034947542,7.480149149960421,2272.6819558311254,True,33.47032851369726,4012.6395304323596,True,30.765343316044525,13609.96512746325,False,20.796497655913107,27022.21942086753,False,20.543614613571254,53516.92973132103,False,8,33.47032851369726,,
memory-fragmented-04,FLEX_POOL,4506.50034947542,7.480149149960421,2272.6819558311254,True,34.137273817984976,3944.49845355226,True,31.56119754595418,13204.525520582993,False,21.318269237070812,26168.769962995695,False,21.182441836079075,51876.94474602751,False,8,34.137273817984976,,
memory-fragmented-04,FLEX_POOL_NO_ALT,4506.50034947542,7.480149149960421,2272.6819558311254,True,33.47032851369726,4012.6395304323596,True,30.765343316044525,13609.96512746325,False,20.796497655913107,27022.21942086753,False,20.543614613571254,53516.92973132103,False,8,33.47032851369726,,
memory-fragmented-04,U_STRONG,4506.50034947542,7.544657131567434,2253.25017473771,True,32.977356051553805,4126.12057087295,True,28.74176233134164,14675.668370960731,False,19.228157468655606,29059.854895695993,False,19.002071869579613,58027.17911860454,False,8,32.977356051553805,,
memory-fragmented-05,FLEX_FREE,2854.832391707314,11.799611760287446,1440.725368373649,True,52.961018283314765,2535.300347026041,True,42.3370139286338,9887.821936742337,False,28.35564185971574,19600.59209606037,False,28.160071330397894,39075.064810673604,False,8,52.961018283314765,,
memory-fragmented-05,FLEX_FREE_NO_ALT,2854.832391707314,11.799611760287446,1440.725368373649,True,52.74649112199817,2529.9786094393385,True,42.276653450884474,9850.692320913871,False,28.320899809802533,19591.07948455346,False,28.131232455491514,39094.25801128252,False,8,52.74649112199817,,
memory-fragmented-05,FLEX_POOL,2854.832391707314,11.799611760287446,1440.725368373649,True,52.961018283314765,2535.300347026041,True,42.3370139286338,9887.821936742337,False,28.35564185971574,19600.59209606037,False,28.160071330397894,39075.064810673604,False,8,52.961018283314765,,
memory-fragmented-05,FLEX_POOL_NO_ALT,2854.832391707314,11.799611760287446,1440.725368373649,True,52.74649112199817,2529.9786094393385,True,42.276653450884474,9850.692320913871,False,28.320899809802533,19591.07948455346,False,28.131232455491514,39094.25801128252,False,8,52.74649112199817,,
