layer,layer_type,group_index,rows,sample_index,cuda_ms,input_copy_ms,output_copy_ms,outer_elapsed_ms,checkpoint_reads_in_timed_region,finite
89,KDA,0,1,192,0.9075520038604736,0.0141,0.0291,0.9926,0,True
89,KDA,0,1,193,0.9047679901123047,0.0186,0.028,0.9956,0,True
89,KDA,0,1,194,0.9079679846763611,0.0181,0.0302,1.001,0,True
89,KDA,0,1,195,0.9090240001678467,0.0148,0.0284,0.9938,0,True
89,KDA,0,1,196,0.9199680089950562,0.0172,0.0291,1.0178,0,True
89,KDA,0,1,197,1.3032959699630737,0.0212,0.0814,1.5095,0,True
89,KDA,0,1,198,0.9191039800643921,0.029,0.089,1.1836,0,True
89,KDA,0,1,199,0.9186879992485046,0.0281,0.0297,1.054,0,True
89,KDA,0,2,0,1.7542719841003418,0.0187,0.0301,1.8608,0,True
89,KDA,0,2,1,1.752992033958435,0.0183,0.0313,1.8482,0,True
89,KDA,0,2,2,1.7454400062561035,0.018,0.0309,1.8434,0,True
89,KDA,0,2,3,2.118623971939087,0.0182,0.0724,2.3049,0,True
89,KDA,0,2,4,1.765504002571106,0.0264,0.054,1.9624,0,True
89,KDA,0,2,5,1.768671989440918,0.0948,0.0308,1.9626,0,True
89,KDA,0,2,6,1.7539199590682983,0.0212,0.0598,1.9149,0,True
89,KDA,0,2,7,1.764639973640442,0.0393,0.0305,1.9122,0,True
89,KDA,0,2,8,1.744320034980774,0.0188,0.0309,1.8512,0,True
89,KDA,0,2,9,1.7791039943695068,0.0193,0.0306,1.8824,0,True
89,KDA,0,2,10,1.7747520208358765,0.0181,0.0306,1.8715,0,True
89,KDA,0,2,11,1.7462719678878784,0.0182,0.0332,1.8568,0,True
89,KDA,0,2,12,2.5167360305786133,0.0203,0.0716,2.7309,0,True
89,KDA,0,2,13,1.7721920013427734,0.0221,0.0369,1.9323,0,True
89,KDA,0,2,14,1.746783971786499,0.0195,0.0312,1.8599,0,True
89,KDA,0,2,15,1.75382399559021,0.0163,0.0307,1.8554,0,True
89,KDA,0,2,16,1.7522239685058594,0.0184,0.0313,1.8481,0,True
89,KDA,0,2,17,1.7545599937438965,0.0184,0.0302,1.8498,0,True
89,KDA,0,2,18,1.7760640382766724,0.017,0.0308,1.8684,0,True
89,KDA,0,2,19,1.7543679475784302,0.0179,0.0307,1.8461,0,True
89,KDA,0,2,20,2.5968639850616455,0.0171,0.068,2.7694,0,True
89,KDA,0,2,21,1.7724159955978394,0.029,0.0512,1.9556,0,True
89,KDA,0,2,22,1.7509440183639526,0.0346,0.0307,1.8862,0,True
89,KDA,0,2,23,1.7779200077056885,0.0184,0.0309,1.8819,0,True
89,KDA,0,2,24,1.7807999849319458,0.0188,0.0298,1.877,0,True
89,KDA,0,2,25,1.7688319683074951,0.0174,0.0308,1.8665,0,True
89,KDA,0,2,26,1.7576320171356201,0.0189,0.0313,1.8635,0,True
89,KDA,0,2,27,1.7443840503692627,0.0172,0.0304,1.8458,0,True
