scenario,network_stress_percent,layer,layer_type,rows,concurrency,arm,status,warmup_blocks_per_stream,measured_blocks_per_stream,measured_blocks,measured_rows,measurement_window_ms,aggregate_blocks_per_second,aggregate_rows_per_second,p50_block_latency_ms,p95_block_latency_ms,total_network_bytes,moe_network_bytes,moe_network_bytes_per_row,moe_network_messages,moe_network_messages_per_block,worker_compute_ms,compute_queue_wait_ms,network_queue_wait_ms,task_count_simulated,task_graph_replication_factor,evidence_class
COMMODITY_WAN,10.0,89,KDA,2,32,C_SLICE_LATENT,PASS,2,8,256,512,27285.784902777617,9.382174671249421,18.764349342498843,3402.2513777777785,3402.2513777777785,573898752,366542848,715904.0,10752,42.0,7183.31946666667,1455.7112000007182,7861060.139733331,37120,1,PHYSICALLY_GROUNDED_MODEL_ON_SHAPED_NETWORK
COMMODITY_WAN,10.0,89,KDA,2,32,D_FUSE_OUTPUT,PASS,2,8,256,512,25584.262658333442,10.006151180464617,20.012302360929233,3171.4190222222824,3171.4190222222824,471138304,263782400,515200.0,8960,35.0,6523.044266666651,1455.7112000007128,7181959.526044602,36800,1,PHYSICALLY_GROUNDED_MODEL_ON_SHAPED_NETWORK
COMMODITY_WAN,10.0,89,KDA,4,32,A_CURRENT,PASS,2,8,256,1024,32091.95280833325,7.977077665822972,31.90831066329189,3980.4245333333874,3980.4245333333965,1443233792,1028521984,1004416.0,10752,42.0,10675.556266666974,2041.7840000009455,6587546.273916648,37120,1,PHYSICALLY_GROUNDED_MODEL_ON_SHAPED_NETWORK
COMMODITY_WAN,10.0,89,KDA,4,32,B_RETAIN_HIDDEN,PASS,2,8,256,1024,31883.02705555507,8.029350524149693,32.117402096598774,3973.142755555571,3973.142755555571,1237712896,823001088,803712.0,10752,42.0,10675.556266666974,2263.3903999999748,9163393.28337767,37120,1,PHYSICALLY_GROUNDED_MODEL_ON_SHAPED_NETWORK
COMMODITY_WAN,10.0,89,KDA,4,32,C_SLICE_LATENT,PASS,2,8,256,1024,31883.02705555507,8.029350524149693,32.117402096598774,3973.142755555571,3973.142755555571,1147797504,733085696,715904.0,10752,42.0,10675.556266666974,2263.3903999999748,9171385.7626666,37120,1,PHYSICALLY_GROUNDED_MODEL_ON_SHAPED_NETWORK
COMMODITY_WAN,10.0,89,KDA,4,32,D_FUSE_OUTPUT,PASS,2,8,256,1024,28481.902241666416,8.988163705775783,35.95265482310313,3511.4780444444623,3512.054049305568,942276608,527564800,515200.0,8960,35.0,10005.885866666802,2263.3903999999748,7810325.0472888425,36800,1,PHYSICALLY_GROUNDED_MODEL_ON_SHAPED_NETWORK
COMMODITY_WAN,10.0,91,GATED_MLA,1,32,A_CURRENT,PASS,2,8,256,256,25220.691972222583,10.150395567336208,10.150395567336208,3141.1996444445103,3141.1996444445563,375029760,257130496,1004416.0,10752,42.0,5518.506666666761,908.2751999998145,5187323.751388783,37120,1,PHYSICALLY_GROUNDED_MODEL_ON_SHAPED_NETWORK
COMMODITY_WAN,10.0,91,GATED_MLA,1,32,B_RETAIN_HIDDEN,PASS,2,8,256,256,25010.813800000342,10.235572582608107,10.235572582608107,3116.8056888889987,3116.8056888889987,323649536,205750272,803712.0,10752,42.0,5518.506666666761,1099.8015999998643,7209514.738133426,37120,1,PHYSICALLY_GROUNDED_MODEL_ON_SHAPED_NETWORK
COMMODITY_WAN,10.0,91,GATED_MLA,1,32,C_SLICE_LATENT,PASS,2,8,256,256,25010.813800000342,10.235572582608107,10.235572582608107,3116.8056888889987,3116.8056888889987,301170688,183271424,715904.0,10752,42.0,5518.506666666761,1099.8015999998643,7211512.857955725,37120,1,PHYSICALLY_GROUNDED_MODEL_ON_SHAPED_NETWORK
COMMODITY_WAN,10.0,91,GATED_MLA,1,32,D_FUSE_OUTPUT,PASS,2,8,256,256,24317.305505555883,10.527482164564267,10.527482164564267,3023.963022222277,3023.963022222361,249790464,131891200,515200.0,8960,35.0,4876.019200000075,1099.8015999998752,6943941.822222385,36800,1,PHYSICALLY_GROUNDED_MODEL_ON_SHAPED_NETWORK
COMMODITY_WAN,10.0,91,GATED_MLA,2,32,A_CURRENT,PASS,2,8,256,512,27751.097244444463,9.2248604711026,18.4497209422052,3451.039288888889,3451.0392888889182,750059520,514260992,1004416.0,10752,42.0,6761.830400000492,1246.7208000007377,5707161.214461164,37120,1,PHYSICALLY_GROUNDED_MODEL_ON_SHAPED_NETWORK
COMMODITY_WAN,10.0,91,GATED_MLA,2,32,B_RETAIN_HIDDEN,PASS,2,8,256,512,27330.67727499985,9.366763853824088,18.733527707648175,3402.2513777777785,3402.2513777777785,647299072,411500544,803712.0,10752,42.0,6761.830400000492,1440.7176000011968,7870348.267466675,37120,1,PHYSICALLY_GROUNDED_MODEL_ON_SHAPED_NETWORK
COMMODITY_WAN,10.0,91,GATED_MLA,2,32,C_SLICE_LATENT,PASS,2,8,256,512,27330.67727499985,9.366763853824088,18.733527707648175,3402.2513777777785,3402.2513777777785,602341376,366542848,715904.0,10752,42.0,6761.830400000492,1440.7176000011968,7874344.507111066,37120,1,PHYSICALLY_GROUNDED_MODEL_ON_SHAPED_NETWORK
COMMODITY_WAN,10.0,91,GATED_MLA,2,32,D_FUSE_OUTPUT,PASS,2,8,256,512,25945.43031111098,9.8668627550328,19.7337255100656,3216.566044444451,3216.566044444451,499580928,263782400,515200.0,8960,35.0,6101.555200000378,1440.7176000011968,7336429.662311124,36800,1,PHYSICALLY_GROUNDED_MODEL_ON_SHAPED_NETWORK
COMMODITY_WAN,10.0,91,GATED_MLA,4,32,A_CURRENT,PASS,2,8,256,1024,32814.720738889024,7.801376767366851,31.205507069467405,4070.7185777778486,4070.718577777854,1500119040,1028521984,1004416.0,10752,42.0,9994.001066666026,2076.0080000007,6744465.113322357,37120,1,PHYSICALLY_GROUNDED_MODEL_ON_SHAPED_NETWORK
COMMODITY_WAN,10.0,91,GATED_MLA,4,32,B_RETAIN_HIDDEN,PASS,2,8,256,1024,31973.3017999995,8.00668012335229,32.02672049340916,3973.142755555571,3973.142755555573,1294598144,823001088,803712.0,10752,42.0,9994.001066666026,2295.9248000004736,9189401.394933267,37120,1,PHYSICALLY_GROUNDED_MODEL_ON_SHAPED_NETWORK
COMMODITY_WAN,10.0,91,GATED_MLA,4,32,C_SLICE_LATENT,PASS,2,8,256,1024,31973.3017999995,8.00668012335229,32.02672049340916,3973.142755555571,3973.142755555573,1204682752,733085696,715904.0,10752,42.0,9994.001066666026,2295.9248000004736,9197393.874222105,37120,1,PHYSICALLY_GROUNDED_MODEL_ON_SHAPED_NETWORK
