inventory_id,arm,network_mode,concurrency,layer_id,logical_group_id,primary_node,alternate_node,selected_primary_count,selected_alternate_count,alternate_selection_rate
coarse-friendly-03,FLEX_POOL,LEGACY_DIRECTED_LINK,128,2,0,coarse-006,coarse-039,645,0,0.0
coarse-friendly-03,FLEX_POOL,LEGACY_DIRECTED_LINK,128,2,2,coarse-046,coarse-006,645,0,0.0
coarse-friendly-03,FLEX_POOL,LEGACY_DIRECTED_LINK,128,2,5,coarse-038,coarse-006,645,0,0.0
coarse-friendly-03,FLEX_POOL,LEGACY_DIRECTED_LINK,128,2,6,coarse-012,coarse-039,645,0,0.0
coarse-friendly-03,FLEX_POOL,LEGACY_DIRECTED_LINK,128,23,1,coarse-034,coarse-037,645,0,0.0
coarse-friendly-03,FLEX_POOL,LEGACY_DIRECTED_LINK,128,23,2,coarse-026,coarse-037,645,0,0.0
coarse-friendly-03,FLEX_POOL,LEGACY_DIRECTED_LINK,128,23,3,coarse-043,coarse-037,645,0,0.0
coarse-friendly-03,FLEX_POOL,LEGACY_DIRECTED_LINK,128,23,6,coarse-041,coarse-037,645,0,0.0
coarse-friendly-03,FLEX_POOL,LEGACY_DIRECTED_LINK,128,35,2,coarse-045,coarse-007,645,0,0.0
coarse-friendly-03,FLEX_POOL,LEGACY_DIRECTED_LINK,128,35,3,coarse-035,coarse-007,645,0,0.0
coarse-friendly-03,FLEX_POOL,SHARED_NIC,1,2,0,coarse-006,coarse-039,640,0,0.0
coarse-friendly-03,FLEX_POOL,SHARED_NIC,1,2,2,coarse-046,coarse-006,512,128,0.2
coarse-friendly-03,FLEX_POOL,SHARED_NIC,1,2,5,coarse-038,coarse-006,512,128,0.2
coarse-friendly-03,FLEX_POOL,SHARED_NIC,1,2,6,coarse-012,coarse-039,512,128,0.2
coarse-friendly-03,FLEX_POOL,SHARED_NIC,1,23,1,coarse-034,coarse-037,640,0,0.0
coarse-friendly-03,FLEX_POOL,SHARED_NIC,1,23,2,coarse-026,coarse-037,384,256,0.4
coarse-friendly-03,FLEX_POOL,SHARED_NIC,1,23,3,coarse-043,coarse-037,640,0,0.0
coarse-friendly-03,FLEX_POOL,SHARED_NIC,1,23,6,coarse-041,coarse-037,512,128,0.2
coarse-friendly-03,FLEX_POOL,SHARED_NIC,1,35,2,coarse-045,coarse-007,512,128,0.2
coarse-friendly-03,FLEX_POOL,SHARED_NIC,1,35,3,coarse-035,coarse-007,384,256,0.4
coarse-friendly-03,FLEX_POOL,SHARED_NIC,8,2,0,coarse-006,coarse-039,309,296,0.48925619834710743
coarse-friendly-03,FLEX_POOL,SHARED_NIC,8,2,2,coarse-046,coarse-006,418,187,0.3090909090909091
coarse-friendly-03,FLEX_POOL,SHARED_NIC,8,2,5,coarse-038,coarse-006,420,185,0.30578512396694213
coarse-friendly-03,FLEX_POOL,SHARED_NIC,8,2,6,coarse-012,coarse-039,321,284,0.46942148760330576
coarse-friendly-03,FLEX_POOL,SHARED_NIC,8,23,1,coarse-034,coarse-037,478,127,0.20991735537190082
coarse-friendly-03,FLEX_POOL,SHARED_NIC,8,23,2,coarse-026,coarse-037,436,169,0.2793388429752066
coarse-friendly-03,FLEX_POOL,SHARED_NIC,8,23,3,coarse-043,coarse-037,516,89,0.14710743801652892
coarse-friendly-03,FLEX_POOL,SHARED_NIC,8,23,6,coarse-041,coarse-037,498,107,0.1768595041322314
coarse-friendly-03,FLEX_POOL,SHARED_NIC,8,35,2,coarse-045,coarse-007,422,183,0.30247933884297523
coarse-friendly-03,FLEX_POOL,SHARED_NIC,8,35,3,coarse-035,coarse-007,420,185,0.30578512396694213
coarse-friendly-03,FLEX_POOL,SHARED_NIC,32,2,0,coarse-006,coarse-039,241,244,0.5030927835051546
coarse-friendly-03,FLEX_POOL,SHARED_NIC,32,2,2,coarse-046,coarse-006,346,139,0.2865979381443299
coarse-friendly-03,FLEX_POOL,SHARED_NIC,32,2,5,coarse-038,coarse-006,321,164,0.33814432989690724
coarse-friendly-03,FLEX_POOL,SHARED_NIC,32,2,6,coarse-012,coarse-039,232,253,0.5216494845360825
coarse-friendly-03,FLEX_POOL,SHARED_NIC,32,23,1,coarse-034,coarse-037,388,97,0.2
coarse-friendly-03,FLEX_POOL,SHARED_NIC,32,23,2,coarse-026,coarse-037,368,117,0.24123711340206186
coarse-friendly-03,FLEX_POOL,SHARED_NIC,32,23,3,coarse-043,coarse-037,379,106,0.21855670103092784
coarse-friendly-03,FLEX_POOL,SHARED_NIC,32,23,6,coarse-041,coarse-037,373,112,0.2309278350515464
coarse-friendly-03,FLEX_POOL,SHARED_NIC,32,35,2,coarse-045,coarse-007,349,136,0.2804123711340206
